Month-Year,Rail Station Name,NLC,Month Name (Travel Date),Calendar Year (Travel Date),Count of Taps
2020-09,Seven Sisters,698,September,2020,717480
2020-09,Temple,724,September,2020,67669
2020-09,Pimlico,776,September,2020,298120
2020-09,South Woodford,712,September,2020,182695
2020-09,Plaistow,676,September,2020,240868
2020-10,West Ruislip,762,October,2020,53384
2020-10,Highbury & Islington,603,October,2020,667876
2020-10,West Kensington,760,October,2020,156530
2020-10,Sudbury Hill,720,October,2020,95291
2020-10,Arsenal,510,October,2020,87409
2020-10,Notting Hill Gate,663,October,2020,495212
2020-10,Royal Oak,690,October,2020,94413
2020-10,Covent Garden,553,October,2020,331107
2020-10,Ruislip,691,October,2020,75344
2020-10,Holborn,607,October,2020,664339
2020-10,Uxbridge,740,October,2020,297251
2020-10,Belsize Park,519,October,2020,206617
2020-10,Croxley,554,October,2020,34144
2020-10,Highgate,604,October,2020,184647
2020-10,Dagenham East,555,October,2020,148155
2020-10,Oakwood,664,October,2020,105532
2020-10,Barking,514,October,2020,909431
2020-10,Hillingdon,606,October,2020,59382
2020-10,Holland Park,608,October,2020,136931
2020-10,Pinner,675,October,2020,94549
2020-10,Hounslow East,612,October,2020,151123
2020-10,Colliers Wood,552,October,2020,289918
2020-10,Upminster Bridge,737,October,2020,43461
2020-10,Northolt,657,October,2020,236527
2020-10,Kennington,616,October,2020,213955
2020-10,Chiswick Park,545,October,2020,80045
2020-10,Barbican,501,October,2020,200158
2020-10,Kensal Green,617,October,2020,101405
2020-10,Seven Sisters,698,October,2020,754640
2020-10,Chigwell,544,October,2020,16961
2020-10,Kensington Olympia,618,October,2020,96882
2020-10,Chorleywood,546,October,2020,20996
2020-10,White City,764,October,2020,333519
2020-10,Northfields,655,October,2020,139867
2020-10,Chesham,543,October,2020,43400
2020-10,Turnpike Lane,735,October,2020,453323
2020-10,Kentish Town,619,October,2020,245005
2020-10,Bermondsey,787,October,2020,341126
2020-10,Southwark,784,October,2020,319193
2020-10,Kenton,620,October,2020,94375
2020-10,North Wembley,659,October,2020,80182
2020-10,Chancery Lane,541,October,2020,279354
2020-10,Aldgate East,503,October,2020,279225
2020-10,Sudbury Town,721,October,2020,86394
2020-10,Ickenham,615,October,2020,38252
2020-10,Westminster,761,October,2020,494543
2020-10,Holloway Road,609,October,2020,186179
2020-10,Northwood Hills,662,October,2020,77038
2020-10,Upton Park,739,October,2020,421103
2020-10,Ruislip Gardens,692,October,2020,40788
2020-10,Hornchurch,610,October,2020,81603
2020-10,Colindale,551,October,2020,322053
2020-10,Hounslow Central,611,October,2020,149718
2020-10,Northwood,661,October,2020,101881
2020-10,Cockfosters,550,October,2020,74966
2020-10,St James's Park,695,October,2020,198287
2020-10,Westbourne Park,754,October,2020,169784
2020-10,Dagenham Heathway,556,October,2020,279686
2020-10,Ruislip Manor,693,October,2020,69771
2020-10,Clapham South,549,October,2020,289796
2020-10,Upney,738,October,2020,117467
2020-10,Hounslow West,613,October,2020,133940
2020-10,Northwick Park,660,October,2020,160422
2020-10,Clapham North,548,October,2020,276139
2020-10,Hyde Park Corner,614,October,2020,117187
2020-10,Russell Square,694,October,2020,221793
2020-10,Clapham Common,547,October,2020,406614
2020-10,Acton Town,500,October,2020,255973
2020-10,St Johns Wood,696,October,2020,285809
2020-10,Rickmansworth,687,October,2020,89635
2020-10,High Street Kensington,605,October,2020,328149
2020-10,Grange Hill,587,October,2020,21152
2020-10,Waterloo LU (Bloo/Nthn/W&C),747,October,2020,638251
2020-10,West Acton,753,October,2020,63338
2020-10,Euston LU,574,October,2020,624021
2020-10,Great Portland Street,588,October,2020,185025
2020-10,Piccadilly Circus,674,October,2020,774019
2020-10,Queensbury,679,October,2020,179663
2020-10,Green Park,590,October,2020,1065720
2020-10,Epping,572,October,2020,128561
2020-10,Embankment,542,October,2020,453895
2020-10,Greenford,589,October,2020,195419
2020-10,Perivale,673,October,2020,107806
2020-10,Warwick Avenue,746,October,2020,131484
2020-10,West Brompton,755,October,2020,123882
2020-10,Stockwell,716,October,2020,441660
2020-10,Gunnersbury,591,October,2020,151739
2020-10,Queensway,681,October,2020,200653
2020-10,Elm Park,571,October,2020,127793
2020-10,Hainault,592,October,2020,172163
2020-10,Stamford Brook,713,October,2020,98904
2020-10,Parsons Green,672,October,2020,244808
2020-10,Aldgate,502,October,2020,221846
2020-10,Barons Court,516,October,2020,237978
2020-10,Queens Park,680,October,2020,207055
2020-10,Euston Square,575,October,2020,214432
2020-10,Fulham Broadway,581,October,2020,308381
2020-10,Wembley Central,751,October,2020,265344
2020-10,Plaistow,676,October,2020,236638
2020-10,Finsbury Park LU,580,October,2020,858431
2020-10,Gants Hill,582,October,2020,257822
2020-10,Preston Road,677,October,2020,138354
2020-10,Finchley Road,579,October,2020,342889
2020-10,Finchley Central,578,October,2020,147767
2020-10,Gloucester Road,583,October,2020,316045
2020-10,Arnos Grove,509,October,2020,179009
2020-10,Elephant & Castle,570,October,2020,688258
2020-10,Wembley Park,752,October,2020,596574
2020-10,Watford Met,748,October,2020,86670
2020-10,Stepney Green,715,October,2020,152073
2020-10,Putney Bridge,678,October,2020,213445
2020-10,Farringdon,577,October,2020,513374
2020-10,Stanmore,714,October,2020,137486
2020-10,Goldhawk Road,585,October,2020,77469
2020-10,Pimlico,776,October,2020,315703
2020-10,Fairlop,576,October,2020,50414
2020-10,Goodge Street,586,October,2020,134523
2020-10,Bayswater,517,October,2020,96485
2020-10,Golders Green,584,October,2020,290940
2020-10,Hammersmith C&H,773,October,2020,321541
2020-10,Edgware Road C&H,569,October,2020,218901
2020-10,Warren Street,745,October,2020,546496
2020-10,Hatton Cross,779,October,2020,115672
2020-10,Regents Park,685,October,2020,102942
2020-10,West Hampstead LU,758,October,2020,380278
2020-10,East Acton,563,October,2020,188266
2020-10,Heathrow Terminal 4 LU,781,October,2020,9
2020-10,Oval,668,October,2020,261940
2020-10,Earls Court,562,October,2020,615884
2020-10,Heathrow Terminal 5 LU,783,October,2020,172550
2020-10,Ealing Common,561,October,2020,116828
2020-10,Osterley,667,October,2020,71196
2020-10,Walthamstow Central,742,October,2020,271828
2020-10,Victoria LU,741,October,2020,1528735
2020-10,Archway,508,October,2020,334494
2020-10,West Harrow,759,October,2020,34012
2020-10,Hendon Central,601,October,2020,247311
2020-10,Ealing Broadway,560,October,2020,594461
2020-10,Stratford,719,October,2020,2446104
2020-10,Roding Valley,688,October,2020,4864
2020-10,Dollis Hill,558,October,2020,182619
2020-10,High Barnet,602,October,2020,148525
2020-10,Old Street,665,October,2020,683143
2020-10,Vauxhall LU,777,October,2020,1241305
2020-10,Heathrow Terminals 123 LU,780,October,2020,128029
2020-10,Debden,557,October,2020,100958
2020-10,East Finchley,565,October,2020,225627
2020-10,Harrow-on-the-Hill,598,October,2020,452343
2020-10,West Finchley,756,October,2020,54495
2020-10,Ravenscourt Park,682,October,2020,121009
2020-10,Hammersmith D&P,593,October,2020,793920
2020-10,Edgware Road B,774,October,2020,165858
2020-10,Park Royal,671,October,2020,88966
2020-10,Hampstead,594,October,2020,145978
2020-10,Edgware,568,October,2020,200958
2020-10,Rayners Lane,683,October,2020,162826
2020-10,Eastcote,564,October,2020,102778
2020-10,Hanger Lane,595,October,2020,138559
2020-10,St Pauls,697,October,2020,331957
2020-10,Paddington LU,670,October,2020,1052771
2020-10,West Ham,757,October,2020,221202
2020-10,Harlesden,596,October,2020,151789
2020-10,Stonebridge Park,717,October,2020,122122
2020-10,East Putney,567,October,2020,243824
2020-10,Becontree,518,October,2020,171345
2020-10,Barkingside,515,October,2020,61611
2020-10,Harrow & Wealdstone,597,October,2020,195190
2020-10,Redbridge,684,October,2020,107735
2020-10,East Ham,566,October,2020,525829
2020-10,Oxford Circus,669,October,2020,2326922
2020-10,Wanstead,743,October,2020,99442
2020-10,Shepherds Bush LU,700,October,2020,681289
2020-10,Amersham,506,October,2020,65047
2020-10,Leyton,632,October,2020,525720
2020-10,Brent Cross,529,October,2020,97501
2020-10,Loughton,636,October,2020,131424
2020-10,Ladbroke Grove,627,October,2020,224666
2020-10,Wood Lane,599,October,2020,158504
2020-10,South Kenton,709,October,2020,23779
2020-10,Canary Wharf LU (E1),852,October,2020,815085
2020-10,Snaresbrook,703,October,2020,91694
2020-10,Bow Road,528,October,2020,179568
2020-10,Southgate,706,October,2020,210419
2020-10,North Ealing,654,October,2020,32540
2020-10,Maida Vale,637,October,2020,119427
2020-10,Morden,647,October,2020,393562
2020-10,Tottenham Court Road,728,October,2020,996786
2020-10,Angel,507,October,2020,487942
2020-10,Bounds Green,527,October,2020,224977
2020-10,Canning Town,884,October,2020,743250
2020-10,Manor House,638,October,2020,301782
2020-10,South Ruislip,710,October,2020,73408
2020-10,Tufnell Park,733,October,2020,98400
2020-10,Kingsbury,624,October,2020,200886
2020-10,Boston Manor,526,October,2020,77050
2020-10,Blackfriars LU,521,October,2020,189901
2020-10,Mansion House,639,October,2020,104129
2020-10,North Greenwich,789,October,2020,855143
2020-10,Cannon Street  LU,536,October,2020,134384
2020-10,Balham LU,512,October,2020,471263
2020-10,Sloane Square,702,October,2020,542047
2020-10,Woodford,769,October,2020,219675
2020-10,Willesden Green,765,October,2020,322619
2020-10,Borough,525,October,2020,126577
2020-10,Canada Water,788,October,2020,538956
2020-10,Temple,724,October,2020,100882
2020-10,Newbury Park,650,October,2020,214849
2020-10,Bethnal Green LU,520,October,2020,590430
2020-10,Burnt Oak,532,October,2020,190789
2020-10,Leicester Square,631,October,2020,861433
2020-10,Buckhurst Hill,531,October,2020,64950
2020-10,South Harrow,707,October,2020,101367
2020-10,Wood Green,770,October,2020,511547
2020-10,Caledonian Road,534,October,2020,186428
2020-10,Leytonstone,633,October,2020,424539
2020-10,Latimer Road,630,October,2020,92419
2020-10,Neasden,649,October,2020,170282
2020-10,South Ealing,704,October,2020,122636
2020-10,Wimbledon Park,768,October,2020,84798
2020-10,Baker Street,511,October,2020,726568
2020-10,Bromley-by-Bow,530,October,2020,160684
2020-10,South Kensington,708,October,2020,919912
2020-10,Southfields,705,October,2020,219828
2020-10,Tottenham Hale,729,October,2020,563890
2020-10,Lancaster Gate,629,October,2020,124396
2020-10,Brixton LU,778,October,2020,1127998
2020-10,Camden Town,535,October,2020,644756
2020-10,London Bridge LU,635,October,2020,2223891
2020-10,Theydon Bois,725,October,2020,36684
2020-10,Mornington Crescent,648,October,2020,112028
2020-10,North Acton,653,October,2020,262692
2020-10,Bank,513,October,2020,552781
2020-10,Tower Hill,731,October,2020,366784
2020-10,Lambeth North,628,October,2020,103750
2020-10,Liverpool Street LU,634,October,2020,1591484
2020-10,Kings Cross LU (Tube),625,October,2020,758560
2020-10,Knightsbridge,626,October,2020,555077
2020-10,Totteridge,730,October,2020,84010
2020-10,Whitechapel,763,October,2020,467150
2020-10,Blackhorse Road,522,October,2020,444737
2020-10,Swiss Cottage,723,October,2020,201312
2020-10,Bond Street,524,October,2020,1180671
2020-10,South Wimbledon,711,October,2020,146310
2020-10,Tooting Broadway,727,October,2020,638101
2020-10,North Harrow,656,October,2020,65291
2020-10,Kilburn Park,623,October,2020,112687
2020-10,Mill Hill East,643,October,2020,23974
2020-10,Chalk Farm,540,October,2020,109727
2020-10,Tooting Bec,726,October,2020,295583
2020-10,Chalfont & Latimer,539,October,2020,31121
2020-10,Turnham Green,734,October,2020,203391
2020-10,Moor Park,646,October,2020,34897
2020-10,Shepherds Bush Market,775,October,2020,129477
2020-10,Marylebone LU,641,October,2020,264811
2020-10,Woodside Park,771,October,2020,77892
2020-10,Marble Arch,640,October,2020,347461
2020-10,Mile End,642,October,2020,563232
2020-10,Moorgate,645,October,2020,514822
2020-10,South Woodford,712,October,2020,188644
2020-10,Canons Park,537,October,2020,105823
2020-10,Alperton,505,October,2020,136395
2020-10,Kilburn,622,October,2020,309303
2020-10,Kew Gardens,621,October,2020,140173
2020-11,Redbridge,684,November,2020,85273
2020-11,Theydon Bois,725,November,2020,26634
2020-11,Blackfriars LU,521,November,2020,123772
2020-11,Finchley Road,579,November,2020,259860
2020-11,Harrow & Wealdstone,597,November,2020,163920
2020-11,Blackhorse Road,522,November,2020,338749
2020-11,South Woodford,712,November,2020,129976
2020-11,Gloucester Road,583,November,2020,224180
2020-11,Tottenham Hale,729,November,2020,404297
2020-11,Brixton LU,778,November,2020,724526
2020-11,Liverpool Street LU,634,November,2020,945576
2020-11,Harlesden,596,November,2020,131633
2020-11,Paddington LU,670,November,2020,659591
2020-11,Wanstead,743,November,2020,64647
2020-11,Stonebridge Park,717,November,2020,104646
2020-11,London Bridge LU,635,November,2020,1398747
2020-11,West Ham,757,November,2020,177594
2020-11,Wembley Park,752,November,2020,457693
2020-11,Finchley Central,578,November,2020,105477
2020-11,Hanger Lane,595,November,2020,104655
2020-11,Stepney Green,715,November,2020,123021
2020-11,East Putney,567,November,2020,168689
2020-11,East Ham,566,November,2020,429110
2020-11,Oxford Circus,669,November,2020,1018337
2020-11,South Kensington,708,November,2020,568350
2020-11,Wood Green,770,November,2020,369903
2020-11,Buckhurst Hill,531,November,2020,47196
2020-11,Oval,668,November,2020,183746
2020-11,Heathrow Terminal 5 LU,783,November,2020,77349
2020-11,South Harrow,707,November,2020,85194
2020-11,North Wembley,659,November,2020,65717
2020-11,Earls Court,562,November,2020,442277
2020-11,Rickmansworth,687,November,2020,73558
2020-11,Leyton,632,November,2020,393680
2020-11,Moor Park,646,November,2020,29358
2020-11,Newbury Park,650,November,2020,178600
2020-11,Ealing Common,561,November,2020,88671
2020-11,Totteridge,730,November,2020,56674
2020-11,Heathrow Terminals 123 LU,780,November,2020,106621
2020-11,Fulham Broadway,581,November,2020,216832
2020-11,Wembley Central,751,November,2020,204114
2020-11,Neasden,649,November,2020,134524
2020-11,East Acton,563,November,2020,149956
2020-11,Finsbury Park LU,580,November,2020,561127
2020-11,Barkingside,515,November,2020,50140
2020-11,Harrow-on-the-Hill,598,November,2020,347042
2020-11,Bromley-by-Bow,530,November,2020,132218
2020-11,Becontree,518,November,2020,139372
2020-11,Woodside Park,771,November,2020,59158
2020-11,Gants Hill,582,November,2020,206082
2020-11,East Finchley,565,November,2020,161095
2020-11,St Pauls,697,November,2020,206943
2020-11,Walthamstow Central,742,November,2020,198874
2020-11,Plaistow,676,November,2020,190902
2020-11,Hatton Cross,779,November,2020,86176
2020-11,Preston Road,677,November,2020,112167
2020-11,West Hampstead LU,758,November,2020,275676
2020-11,Regents Park,685,November,2020,88602
2020-11,Leytonstone,633,November,2020,312360
2020-11,Mill Hill East,643,November,2020,23205
2020-11,Eastcote,564,November,2020,75476
2020-11,Marble Arch,640,November,2020,218183
2020-11,Southfields,705,November,2020,158710
2020-11,Goodge Street,586,November,2020,93342
2020-11,Stanmore,714,November,2020,110096
2020-11,Epping,572,November,2020,92944
2020-11,Greenford,589,November,2020,160951
2020-11,South Ruislip,710,November,2020,55014
2020-11,Bounds Green,527,November,2020,164208
2020-11,Mansion House,639,November,2020,61465
2020-11,Stockwell,716,November,2020,301546
2020-11,Embankment,542,November,2020,243485
2020-11,Goldhawk Road,585,November,2020,56705
2020-11,West Brompton,755,November,2020,93867
2020-11,Warwick Avenue,746,November,2020,95493
2020-11,Bayswater,517,November,2020,61645
2020-11,Manor House,638,November,2020,205528
2020-11,Perivale,673,November,2020,82665
2020-11,Green Park,590,November,2020,581600
2020-11,Moorgate,645,November,2020,336292
2020-11,Piccadilly Circus,674,November,2020,310837
2020-11,South Wimbledon,711,November,2020,112168
2020-11,Borough,525,November,2020,82331
2020-11,West Acton,753,November,2020,47088
2020-11,Grange Hill,587,November,2020,16161
2020-11,Queens Park,680,November,2020,154512
2020-11,Waterloo LU (Bloo/Nthn/W&C),747,November,2020,339977
2020-11,Fairlop,576,November,2020,37363
2020-11,Barons Court,516,November,2020,175679
2020-11,Great Portland Street,588,November,2020,143182
2020-11,Pimlico,776,November,2020,237324
2020-11,Woodford,769,November,2020,154249
2020-11,Boston Manor,526,November,2020,57515
2020-11,Euston LU,574,November,2020,385495
2020-11,Queensbury,679,November,2020,152964
2020-11,Balham LU,512,November,2020,303999
2020-11,Morden,647,November,2020,301533
2020-11,Gunnersbury,591,November,2020,118486
2020-11,Tottenham Court Road,728,November,2020,432782
2020-11,Queensway,681,November,2020,124296
2020-11,Pinner,675,November,2020,73038
2020-11,Warren Street,745,November,2020,422732
2020-11,Wood Lane,599,November,2020,86373
2020-11,Hammersmith D&P,593,November,2020,570980
2020-11,Aldgate,502,November,2020,150317
2020-11,Brent Cross,529,November,2020,74957
2020-11,Edgware Road B,774,November,2020,129930
2020-11,Loughton,636,November,2020,95928
2020-11,Putney Bridge,678,November,2020,145357
2020-11,Hampstead,594,November,2020,123863
2020-11,Euston Square,575,November,2020,162654
2020-11,Mornington Crescent,648,November,2020,75755
2020-11,Rayners Lane,683,November,2020,127691
2020-11,Park Royal,671,November,2020,68157
2020-11,Edgware,568,November,2020,154541
2020-11,South Kenton,709,November,2020,20641
2020-11,Mile End,642,November,2020,378200
2020-11,West Finchley,756,November,2020,38480
2020-11,Edgware Road C&H,569,November,2020,157656
2020-11,Tooting Broadway,727,November,2020,456352
2020-11,Farringdon,577,November,2020,337287
2020-11,Elm Park,571,November,2020,102536
2020-11,Burnt Oak,532,November,2020,158507
2020-11,Marylebone LU,641,November,2020,153291
2020-11,Hainault,592,November,2020,141682
2020-11,Watford Met,748,November,2020,74055
2020-11,Maida Vale,637,November,2020,85236
2020-11,Bow Road,528,November,2020,135164
2020-11,Elephant & Castle,570,November,2020,471261
2020-11,Parsons Green,672,November,2020,169345
2020-11,Stamford Brook,713,November,2020,72296
2020-11,Bond Street,524,November,2020,621954
2020-11,Hammersmith C&H,773,November,2020,228824
2020-11,Golders Green,584,November,2020,216862
2020-11,Ravenscourt Park,682,November,2020,103177
2020-11,Tooting Bec,726,November,2020,198278
2020-11,Chancery Lane,541,November,2020,193547
2020-11,Victoria LU,741,November,2020,920642
2020-11,Snaresbrook,703,November,2020,65897
2020-11,Colliers Wood,552,November,2020,205735
2020-11,Ruislip Gardens,692,November,2020,30310
2020-11,Northwood Hills,662,November,2020,63661
2020-11,North Ealing,654,November,2020,27507
2020-11,Holloway Road,609,November,2020,127776
2020-11,Canary Wharf LU (E1),852,November,2020,561769
2020-11,Ladbroke Grove,627,November,2020,161219
2020-11,West Ruislip,762,November,2020,37195
2020-11,Chalfont & Latimer,539,November,2020,29785
2020-11,Southgate,706,November,2020,152316
2020-11,Holland Park,608,November,2020,108896
2020-11,Upminster Bridge,737,November,2020,41735
2020-11,Kennington,616,November,2020,121750
2020-11,Northolt,657,November,2020,185079
2020-11,Covent Garden,553,November,2020,120374
2020-11,Temple,724,November,2020,71074
2020-11,Tower Hill,731,November,2020,225076
2020-11,Ruislip,691,November,2020,53010
2020-11,Hillingdon,606,November,2020,45503
2020-11,Uxbridge,740,November,2020,219343
2020-11,Croxley,554,November,2020,27973
2020-11,Lambeth North,628,November,2020,66806
2020-11,Upton Park,739,November,2020,337284
2020-11,Barking,514,November,2020,772474
2020-11,Kilburn Park,623,November,2020,82773
2020-11,Seven Sisters,698,November,2020,568642
2020-11,Holborn,607,November,2020,405390
2020-11,Canada Water,788,November,2020,347490
2020-11,Notting Hill Gate,663,November,2020,322726
2020-11,Sudbury Hill,720,November,2020,75869
2020-11,Cannon Street  LU,536,November,2020,89095
2020-11,North Harrow,656,November,2020,52028
2020-11,Chorleywood,546,November,2020,18161
2020-11,Hornchurch,610,November,2020,64240
2020-11,Northwick Park,660,November,2020,121984
2020-11,Hyde Park Corner,614,November,2020,93761
2020-11,Hounslow West,613,November,2020,100689
2020-11,Upney,738,November,2020,95033
2020-11,Clapham South,549,November,2020,192496
2020-11,North Greenwich,789,November,2020,548435
2020-11,Kingsbury,624,November,2020,173638
2020-11,St James's Park,695,November,2020,162054
2020-11,Russell Square,694,November,2020,155072
2020-11,Acton Town,500,November,2020,198653
2020-11,Ruislip Manor,693,November,2020,53136
2020-11,Willesden Green,765,November,2020,239320
2020-11,Hounslow East,612,November,2020,127937
2020-11,Northwood,661,November,2020,78927
2020-11,Sudbury Town,721,November,2020,70110
2020-11,Kings Cross LU (Tube),625,November,2020,465968
2020-11,Tufnell Park,733,November,2020,76418
2020-11,Canons Park,537,November,2020,82269
2020-11,Sloane Square,702,November,2020,357426
2020-11,Osterley,667,November,2020,53455
2020-11,Baker Street,511,November,2020,482555
2020-11,Colindale,551,November,2020,239633
2020-11,Arnos Grove,509,November,2020,129859
2020-11,Aldgate East,503,November,2020,166956
2020-11,Ickenham,615,November,2020,30264
2020-11,Knightsbridge,626,November,2020,288771
2020-11,Canning Town,884,November,2020,573153
2020-11,Westminster,761,November,2020,357337
2020-11,Cockfosters,550,November,2020,50620
2020-11,Clapham Common,547,November,2020,257792
2020-11,Westbourne Park,754,November,2020,127211
2020-11,Hounslow Central,611,November,2020,107530
2020-11,Kensal Green,617,November,2020,74599
2020-11,Chiswick Park,545,November,2020,58894
2020-11,Northfields,655,November,2020,104651
2020-11,Chesham,543,November,2020,33494
2020-11,Debden,557,November,2020,82378
2020-11,Vauxhall LU,777,November,2020,868519
2020-11,High Street Kensington,605,November,2020,203642
2020-11,Old Street,665,November,2020,383548
2020-11,Latimer Road,630,November,2020,64347
2020-11,Amersham,506,November,2020,47894
2020-11,Kentish Town,619,November,2020,167734
2020-11,Angel,507,November,2020,303783
2020-11,Archway,508,November,2020,245966
2020-11,Turnpike Lane,735,November,2020,316617
2020-11,Arsenal,510,November,2020,57380
2020-11,Caledonian Road,534,November,2020,131608
2020-11,Shepherds Bush Market,775,November,2020,88400
2020-11,Dollis Hill,558,November,2020,149061
2020-11,Bethnal Green LU,520,November,2020,397300
2020-11,Chalk Farm,540,November,2020,93016
2020-11,Swiss Cottage,723,November,2020,160262
2020-11,Shepherds Bush LU,700,November,2020,381660
2020-11,Roding Valley,688,November,2020,4195
2020-11,Kenton,620,November,2020,82912
2020-11,Ealing Broadway,560,November,2020,431049
2020-11,Leicester Square,631,November,2020,310709
2020-11,Hendon Central,601,November,2020,187330
2020-11,Southwark,784,November,2020,199488
2020-11,West Harrow,759,November,2020,26580
2020-11,Kew Gardens,621,November,2020,102195
2020-11,Stratford,719,November,2020,1442602
2020-11,High Barnet,602,November,2020,112357
2020-11,South Ealing,704,November,2020,90583
2020-11,Clapham North,548,November,2020,169089
2020-11,Royal Oak,690,November,2020,69495
2020-11,Dagenham Heathway,556,November,2020,229753
2020-11,Bermondsey,787,November,2020,245691
2020-11,Wimbledon Park,768,November,2020,62169
2020-11,Barbican,501,November,2020,144432
2020-11,Alperton,505,November,2020,111317
2020-11,Kensington Olympia,618,November,2020,76706
2020-11,Highbury & Islington,603,November,2020,464965
2020-11,St Johns Wood,696,November,2020,225898
2020-11,Oakwood,664,November,2020,73384
2020-11,Bank,513,November,2020,294247
2020-11,Turnham Green,734,November,2020,143477
2020-11,North Acton,653,November,2020,206510
2020-11,Kilburn,622,November,2020,220224
2020-11,Chigwell,544,November,2020,13656
2020-11,Whitechapel,763,November,2020,379152
2020-11,West Kensington,760,November,2020,115058
2020-11,Dagenham East,555,November,2020,125265
2020-11,Camden Town,535,November,2020,328525
2020-11,Lancaster Gate,629,November,2020,84116
2020-11,White City,764,November,2020,227741
2020-11,Belsize Park,519,November,2020,153055
2020-11,Highgate,604,November,2020,131144
2020-12,Bond Street,524,December,2020,1022532
2020-12,Whitechapel,763,December,2020,402806
2020-12,Southwark,784,December,2020,203459
2020-12,Blackhorse Road,522,December,2020,332081
2020-12,Clapham North,548,December,2020,193968
2020-12,South Wimbledon,711,December,2020,122520
2020-12,Boston Manor,526,December,2020,51113
2020-12,Shepherds Bush Market,775,December,2020,94750
2020-12,Finchley Central,578,December,2020,107506
2020-12,Chancery Lane,541,December,2020,208812
2020-12,Euston Square,575,December,2020,152444
2020-12,Queensbury,679,December,2020,134376
2020-12,Southfields,705,December,2020,161847
2020-12,South Woodford,712,December,2020,137410
2020-12,Wembley Park,752,December,2020,459514
2020-12,Chesham,543,December,2020,28585
2020-12,Sloane Square,702,December,2020,424483
2020-12,Chigwell,544,December,2020,12280
2020-12,West Acton,753,December,2020,48527
2020-12,Farringdon,577,December,2020,329972
2020-12,White City,764,December,2020,250943
2020-12,Borough,525,December,2020,90730
2020-12,Queens Park,680,December,2020,156159
2020-12,Putney Bridge,678,December,2020,149809
2020-12,Finchley Road,579,December,2020,254664
2020-12,Woodside Park,771,December,2020,57227
2020-12,Chalk Farm,540,December,2020,103012
2020-12,Shepherds Bush LU,700,December,2020,510692
2020-12,Bethnal Green LU,520,December,2020,423123
2020-12,Willesden Green,765,December,2020,252054
2020-12,Chorleywood,546,December,2020,13715
2020-12,Fairlop,576,December,2020,36003
2020-12,Clapham Common,547,December,2020,278702
2020-12,St James's Park,695,December,2020,155197
2020-12,Canons Park,537,December,2020,76138
2020-12,Chalfont & Latimer,539,December,2020,23259
2020-12,Seven Sisters,698,December,2020,581500
2020-12,Stepney Green,715,December,2020,141645
2020-12,Finsbury Park LU,580,December,2020,608934
2020-12,Archway,508,December,2020,251555
2020-12,Chiswick Park,545,December,2020,56964
2020-12,Angel,507,December,2020,337946
2020-12,Westminster,761,December,2020,344036
2020-12,Royal Oak,690,December,2020,69289
2020-12,Debden,557,December,2020,74130
2020-12,East Ham,566,December,2020,442075
2020-12,Regents Park,685,December,2020,75474
2020-12,Wood Lane,599,December,2020,118651
2020-12,Bromley-by-Bow,530,December,2020,131023
2020-12,West Hampstead LU,758,December,2020,276988
2020-12,Dagenham Heathway,556,December,2020,233741
2020-12,East Putney,567,December,2020,178314
2020-12,Canada Water,788,December,2020,374527
2020-12,South Ealing,704,December,2020,78751
2020-12,Ruislip,691,December,2020,56297
2020-12,Acton Town,500,December,2020,175096
2020-12,West Ruislip,762,December,2020,41854
2020-12,Stamford Brook,713,December,2020,73437
2020-12,Redbridge,684,December,2020,82807
2020-12,Dagenham East,555,December,2020,119591
2020-12,Aldgate,502,December,2020,130264
2020-12,Eastcote,564,December,2020,76258
2020-12,Camden Town,535,December,2020,397963
2020-12,East Finchley,565,December,2020,162857
2020-12,Ealing Common,561,December,2020,78058
2020-12,Roding Valley,688,December,2020,3460
2020-12,Burnt Oak,532,December,2020,149047
2020-12,Earls Court,562,December,2020,447898
2020-12,St Pauls,697,December,2020,225568
2020-12,Caledonian Road,534,December,2020,139905
2020-12,Ealing Broadway,560,December,2020,449797
2020-12,Wood Green,770,December,2020,395210
2020-12,West Harrow,759,December,2020,24300
2020-12,Belsize Park,519,December,2020,157192
2020-12,Rickmansworth,687,December,2020,64272
2020-12,East Acton,563,December,2020,147581
2020-12,Southgate,706,December,2020,156663
2020-12,West Kensington,760,December,2020,119470
2020-12,South Harrow,707,December,2020,71148
2020-12,South Kensington,708,December,2020,589127
2020-12,Dollis Hill,558,December,2020,144093
2020-12,Buckhurst Hill,531,December,2020,46362
2020-12,Clapham South,549,December,2020,205042
2020-12,Brixton LU,778,December,2020,823663
2020-12,Edgware,568,December,2020,156022
2020-12,Woodford,769,December,2020,159698
2020-12,Bow Road,528,December,2020,149164
2020-12,Colindale,551,December,2020,234835
2020-12,Canning Town,884,December,2020,543794
2020-12,Bermondsey,787,December,2020,259270
2020-12,Embankment,542,December,2020,313108
2020-12,Snaresbrook,703,December,2020,64151
2020-12,Cockfosters,550,December,2020,52797
2020-12,Bounds Green,527,December,2020,170292
2020-12,Becontree,518,December,2020,134663
2020-12,Queensway,681,December,2020,142647
2020-12,Epping,572,December,2020,93633
2020-12,Stanmore,714,December,2020,104486
2020-12,Russell Square,694,December,2020,156924
2020-12,Euston LU,574,December,2020,423323
2020-12,West Brompton,755,December,2020,88629
2020-12,Cannon Street  LU,536,December,2020,93501
2020-12,Ruislip Manor,693,December,2020,55065
