Month-Year,Rail Station Name,NLC,Month Name (Travel Date),Calendar Year (Travel Date),Count of Taps
2018-12,St Johns Wood,696,December,2018,564892
2018-12,Piccadilly Circus,674,December,2018,3706815
2018-12,Ruislip Manor,693,December,2018,151029
2018-12,Kensal Green,617,December,2018,186568
2018-12,Chiswick Park,545,December,2018,160260
2018-12,Bow Road,528,December,2018,404666
2018-12,Kensington Olympia,618,December,2018,182550
2018-12,Leyton,632,December,2018,937096
2018-12,Turnham Green,734,December,2018,455143
2018-12,East Ham,566,December,2018,1036281
2018-12,Camden Town,535,December,2018,1828136
2018-12,West Hampstead LU,758,December,2018,763154
2018-12,Hammersmith D&P,593,December,2018,2157039
2018-12,Arsenal,510,December,2018,300046
2018-12,Old Street,665,December,2018,1835613
2018-12,Russell Square,694,December,2018,936376
2018-12,Edgware Road B,774,December,2018,366829
2018-12,Boston Manor,526,December,2018,161387
2018-12,Goodge Street,586,December,2018,523040
2018-12,Sloane Square,702,December,2018,1297544
2018-12,Kilburn Park,623,December,2018,268639
2018-12,Canning Town,884,December,2018,1071146
2018-12,Covent Garden,553,December,2018,1699057
2018-12,Gants Hill,582,December,2018,528294
2018-12,Latimer Road,630,December,2018,174178
2018-12,Chigwell,544,December,2018,34949
2018-12,Kew Gardens,621,December,2018,390071
2018-12,Grange Hill,587,December,2018,45943
2018-12,Watford Met,748,December,2018,135847
2018-12,Wimbledon Park,768,December,2018,167097
2018-12,North Greenwich,789,December,2018,1999766
2018-12,West Ham,757,December,2018,356873
2018-12,Parsons Green,672,December,2018,466481
2018-12,Turnpike Lane,735,December,2018,832945
2018-12,Goldhawk Road,585,December,2018,153749
2018-12,Gloucester Road,583,December,2018,1056810
2018-12,Westminster,761,December,2018,2041627
2018-12,Canada Water,788,December,2018,1033943
2018-12,Woodside Park,771,December,2018,176602
2018-12,Wembley Central,751,December,2018,441786
2018-12,Golders Green,584,December,2018,617176
2018-12,Edgware Road C&H,569,December,2018,510259
2018-12,Shepherds Bush Market,775,December,2018,280013
2018-12,Park Royal,671,December,2018,143675
2018-12,Kilburn,622,December,2018,648059
2018-12,South Ealing,704,December,2018,265137
2018-12,Snaresbrook,703,December,2018,181458
2018-12,Westbourne Park,754,December,2018,307251
2018-12,Moorgate,645,December,2018,1609375
2018-12,Southwark,784,December,2018,1081891
2018-12,Morden,647,December,2018,815049
2018-12,Bayswater,517,December,2018,375403
2018-12,Hainault,592,December,2018,282989
2018-12,Archway,508,December,2018,668484
2018-12,Stonebridge Park,717,December,2018,182553
2018-12,Kingsbury,624,December,2018,351768
2018-12,Wembley Park,752,December,2018,1438786
2018-12,Eastcote,564,December,2018,216437
2018-12,Mill Hill East,643,December,2018,48579
2018-12,Paddington LU,670,December,2018,3493619
2018-12,Seven Sisters,698,December,2018,1429939
2018-12,Whitechapel,763,December,2018,979050
2018-12,Gunnersbury,591,December,2018,375659
2018-12,Elephant & Castle,570,December,2018,1457965
2018-12,Kentish Town,619,December,2018,575077
2018-12,Leicester Square,631,December,2018,3421944
2018-12,Tower Hill,731,December,2018,1873579
2018-12,Lancaster Gate,629,December,2018,480404
2018-12,Croxley,554,December,2018,80530
2018-12,North Wembley,659,December,2018,122655
2018-12,Kings Cross LU (Tube),625,December,2018,2490172
2018-12,Fulham Broadway,581,December,2018,718085
2018-12,Waterloo LU (Bloo/Nthn/W&C),747,December,2018,2841195
2018-12,St James's Park,695,December,2018,991582
2018-12,Sudbury Hill,720,December,2018,129986
2018-12,Moor Park,646,December,2018,62142
2018-12,North Harrow,656,December,2018,140079
2018-12,Great Portland Street,588,December,2018,516144
2018-12,Edgware,568,December,2018,396542
2018-12,Temple,724,December,2018,594392
2018-12,Bethnal Green LU,520,December,2018,1164471
2018-12,Borough,525,December,2018,370381
2018-12,Perivale,673,December,2018,186103
2018-12,Tooting Broadway,727,December,2018,1186225
2018-12,Colliers Wood,552,December,2018,515725
2018-12,South Harrow,707,December,2018,158581
2018-12,Green Park,590,December,2018,3508577
2018-12,Shepherds Bush LU,700,December,2018,1750467
2018-12,Bounds Green,527,December,2018,468734
2018-12,Greenford,589,December,2018,336691
2018-12,Kenton,620,December,2018,140316
2018-12,Wood Green,770,December,2018,1002735
2018-12,Marble Arch,640,December,2018,1766618
2018-12,Harlesden,596,December,2018,228412
2018-12,Rayners Lane,683,December,2018,301919
2018-12,Hounslow East,612,December,2018,315755
2018-12,Maida Vale,637,December,2018,234822
2018-12,Bank,513,December,2018,3001653
2018-12,Euston Square,575,December,2018,752807
2018-12,Clapham North,548,December,2018,482208
2018-12,Oval,668,December,2018,532918
2018-12,Wood Lane,599,December,2018,407771
2018-12,Preston Road,677,December,2018,246230
2018-12,Ladbroke Grove,627,December,2018,455117
2018-12,Highbury & Islington,603,December,2018,1364696
2018-12,Newbury Park,650,December,2018,443386
2018-12,Ravenscourt Park,682,December,2018,215502
2018-12,Clapham Common,547,December,2018,839991
2018-12,Northwood,661,December,2018,199282
2018-12,Barkingside,515,December,2018,119687
2018-12,Embankment,542,December,2018,1786385
2018-12,Ealing Common,561,December,2018,231174
2018-12,Liverpool Street LU,634,December,2018,4946164
2018-12,Colindale,551,December,2018,552601
2018-12,Hounslow West,613,December,2018,291800
2018-12,Hendon Central,601,December,2018,522541
2018-12,Stamford Brook,713,December,2018,195389
2018-12,Osterley,667,December,2018,168739
2018-12,Notting Hill Gate,663,December,2018,1182684
2018-12,South Wimbledon,711,December,2018,360068
2018-12,Theydon Bois,725,December,2018,71063
2018-12,Aldgate East,503,December,2018,1038882
2018-12,Arnos Grove,509,December,2018,363681
2018-12,Southfields,705,December,2018,443635
2018-12,Upton Park,739,December,2018,753137
2018-12,Victoria LU,741,December,2018,4219069
2018-12,Tottenham Hale,729,December,2018,1054017
2018-12,Bromley-by-Bow,530,December,2018,307560
2018-12,High Street Kensington,605,December,2018,935049
2018-12,High Barnet,602,December,2018,320574
2018-12,Blackfriars LU,521,December,2018,863021
2018-12,Totteridge,730,December,2018,192761
2018-12,Lambeth North,628,December,2018,317933
2018-12,North Acton,653,December,2018,434720
2018-12,Burnt Oak,532,December,2018,323931
2018-12,Baker Street,511,December,2018,2011389
2018-12,Northwood Hills,662,December,2018,145374
2018-12,Holland Park,608,December,2018,251233
2018-12,Dollis Hill,558,December,2018,302700
2018-12,Hornchurch,610,December,2018,178075
2018-12,Queens Park,680,December,2018,402304
2018-12,Sudbury Town,721,December,2018,126959
2018-12,London Bridge LU,635,December,2018,6036748
2018-12,Becontree,518,December,2018,271061
2018-12,Tufnell Park,733,December,2018,307515
2018-12,Chancery Lane,541,December,2018,1143724
2018-12,Holloway Road,609,December,2018,490797
2018-12,Uxbridge,740,December,2018,593075
2018-12,Putney Bridge,678,December,2018,410764
2018-12,Holborn,607,December,2018,2335549
2018-12,Queensbury,679,December,2018,307888
2018-12,Stepney Green,715,December,2018,457316
2018-12,Blackhorse Road,522,December,2018,711841
2018-12,Ealing Broadway,560,December,2018,1243152
2018-12,Loughton,636,December,2018,273680
2018-12,West Brompton,755,December,2018,346561
2018-12,Stanmore,714,December,2018,311251
2018-12,Vauxhall LU,777,December,2018,2329044
2018-12,Hillingdon,606,December,2018,133485
2018-12,Highgate,604,December,2018,416947
2018-12,West Kensington,760,December,2018,343201
2018-12,Buckhurst Hill,531,December,2018,151728
2018-12,Cannon Street  LU,536,December,2018,505283
2018-12,Euston LU,574,December,2018,2477207
2018-12,Debden,557,December,2018,172298
2018-12,Epping,572,December,2018,299398
2018-12,South Woodford,712,December,2018,382617
2018-12,Hounslow Central,611,December,2018,291359
2018-12,Queensway,681,December,2018,673670
2018-12,Plaistow,676,December,2018,443468
2018-12,Redbridge,684,December,2018,226314
2018-12,Earls Court,562,December,2018,1540730
2018-12,Oxford Circus,669,December,2018,7306589
2018-12,St Pauls,697,December,2018,953730
2018-12,South Ruislip,710,December,2018,154312
2018-12,Alperton,505,December,2018,210936
2018-12,Leytonstone,633,December,2018,790096
2018-12,West Harrow,759,December,2018,73369
2018-12,Upney,738,December,2018,194401
2018-12,Farringdon,577,December,2018,1619840
2018-12,East Finchley,565,December,2018,515297
2018-12,Heathrow Terminal 4 LU,781,December,2018,217132
2018-12,Barking,514,December,2018,1365353
2018-12,Bond Street,524,December,2018,3698292
2018-12,East Acton,563,December,2018,303137
2018-12,West Ruislip,762,December,2018,116762
2018-12,Swiss Cottage,723,December,2018,524806
2018-12,Royal Oak,690,December,2018,189497
2018-12,Mansion House,639,December,2018,483871
2018-12,Chorleywood,546,December,2018,45843
2018-12,Balham LU,512,December,2018,1008450
2018-12,Caledonian Road,534,December,2018,418704
2018-12,Pinner,675,December,2018,221022
2018-12,Northwick Park,660,December,2018,293239
2018-12,Barbican,501,December,2018,719037
2018-12,Elm Park,571,December,2018,245442
2018-12,Harrow-on-the-Hill,598,December,2018,806733
2018-12,Roding Valley,688,December,2018,13693
2018-12,Aldgate,502,December,2018,639612
2018-12,Stockwell,716,December,2018,835410
2018-12,West Acton,753,December,2018,126768
2018-12,Rickmansworth,687,December,2018,171910
2018-12,Hyde Park Corner,614,December,2018,1137358
2018-12,Fairlop,576,December,2018,92280
2018-12,Stratford,719,December,2018,5572537
2018-12,Canons Park,537,December,2018,224752
2018-12,Regents Park,685,December,2018,245959
2018-12,Northolt,657,December,2018,388764
2018-12,Acton Town,500,December,2018,450106
2018-12,Wanstead,743,December,2018,222301
2018-12,Brent Cross,529,December,2018,194296
2018-12,Manor House,638,December,2018,655747
2018-12,South Kenton,709,December,2018,49981
2018-12,Dagenham East,555,December,2018,224728
2018-12,Heathrow Terminals 123 LU,780,December,2018,734508
2018-12,West Finchley,756,December,2018,120374
2018-12,Knightsbridge,626,December,2018,2240745
2018-12,Ickenham,615,December,2018,91628
2018-12,Dagenham Heathway,556,December,2018,456183
2018-12,Kennington,616,December,2018,398673
2018-12,Canary Wharf LU (E1),852,December,2018,2766141
2018-12,White City,764,December,2018,660833
2018-12,Chalk Farm,540,December,2018,422663
2018-12,Finchley Central,578,December,2018,337395
2018-12,Neasden,649,December,2018,263742
2018-12,Heathrow Terminal 5 LU,783,December,2018,327863
2018-12,Brixton LU,778,December,2018,2448972
2018-12,Harrow & Wealdstone,597,December,2018,350649
2018-12,Belsize Park,519,December,2018,445634
2018-12,Walthamstow Central,742,December,2018,726706
2018-12,Hatton Cross,779,December,2018,264705
2019-01,Bayswater,517,January,2019,338738
2019-01,Mornington Crescent,648,January,2019,353045
2019-01,West Brompton,755,January,2019,369589
2019-01,South Woodford,712,January,2019,389879
2019-01,South Kenton,709,January,2019,52401
2019-01,Tufnell Park,733,January,2019,317142
2019-01,Finchley Central,578,January,2019,352472
2019-01,Kingsbury,624,January,2019,364624
2019-01,Epping,572,January,2019,298459
2019-01,North Greenwich,789,January,2019,1855254
2019-01,Oxford Circus,669,January,2019,6211485
2019-01,Euston LU,574,January,2019,2506439
2019-01,Newbury Park,650,January,2019,404242
2019-01,South Ealing,704,January,2019,260809
2019-01,Euston Square,575,January,2019,923607
2019-01,South Harrow,707,January,2019,164017
2019-01,Fulham Broadway,581,January,2019,779313
2019-01,Southgate,706,January,2019,427434
2019-01,Osterley,667,January,2019,165635
2019-01,Finsbury Park LU,580,January,2019,1690685
2019-01,South Wimbledon,711,January,2019,379311
2019-01,Lambeth North,628,January,2019,308413
2019-01,Knightsbridge,626,January,2019,1407046
2019-01,Paddington LU,670,January,2019,3737249
2019-01,Wembley Park,752,January,2019,1308601
2019-01,Neasden,649,January,2019,272536
2019-01,Southfields,705,January,2019,478298
2019-01,Kings Cross LU (Tube),625,January,2019,2495835
2019-01,Fairlop,576,January,2019,96538
2019-01,North Ealing,654,January,2019,62965
2019-01,South Ruislip,710,January,2019,151051
2019-01,Oval,668,January,2019,574487
2019-01,Morden,647,January,2019,799873
2019-01,Gants Hill,582,January,2019,515222
2019-01,Kilburn Park,623,January,2019,270153
2019-01,Angel,507,January,2019,1485404
2019-01,Ladbroke Grove,627,January,2019,464694
2019-01,Farringdon,577,January,2019,2064161
2019-01,South Kensington,708,January,2019,2571394
2019-01,West Acton,753,January,2019,129756
2019-01,Stratford,719,January,2019,5071852
2019-01,Barbican,501,January,2019,905689
2019-01,North Acton,653,January,2019,469667
2019-01,Turnham Green,734,January,2019,472862
2019-01,Tooting Bec,726,January,2019,641988
2019-01,Lancaster Gate,629,January,2019,476459
2019-01,Finchley Road,579,January,2019,753822
2019-01,Gloucester Road,583,January,2019,1044759
2019-01,Holloway Road,609,January,2019,525281
2019-01,Park Royal,671,January,2019,152678
2019-01,Redbridge,684,January,2019,224541
2019-01,Northwick Park,660,January,2019,326328
2019-01,Barkingside,515,January,2019,126821
2019-01,Hendon Central,601,January,2019,573244
2019-01,Totteridge,730,January,2019,199424
2019-01,Plaistow,676,January,2019,437270
2019-01,Hounslow West,613,January,2019,269003
2019-01,Notting Hill Gate,663,January,2019,1150737
2019-01,Aldgate East,503,January,2019,1086938
2019-01,Heathrow Terminals 123 LU,780,January,2019,623954
2019-01,Regents Park,685,January,2019,272676
2019-01,Baker Street,511,January,2019,2137620
2019-01,Manor House,638,January,2019,671636
2019-01,Walthamstow Central,742,January,2019,677730
2019-01,Heathrow Terminal 5 LU,783,January,2019,344587
2019-01,Leytonstone,633,January,2019,803049
2019-01,Rickmansworth,687,January,2019,186575
2019-01,Tottenham Court Road,728,January,2019,3195006
2019-01,Pinner,675,January,2019,229898
2019-01,Wanstead,743,January,2019,223043
2019-01,Ickenham,615,January,2019,90991
2019-01,Harrow-on-the-Hill,598,January,2019,824879
2019-01,Swiss Cottage,723,January,2019,569117
2019-01,High Barnet,602,January,2019,333591
2019-01,Upney,738,January,2019,206427
2019-01,Northolt,657,January,2019,384581
2019-01,St Pauls,697,January,2019,953345
2019-01,Mansion House,639,January,2019,566814
2019-01,Hatton Cross,779,January,2019,248472
2019-01,Heathrow Terminal 4 LU,781,January,2019,190106
2019-01,Hyde Park Corner,614,January,2019,435322
2019-01,Roding Valley,688,January,2019,15102
2019-01,Leyton,632,January,2019,922752
2019-01,Victoria LU,741,January,2019,4379105
2019-01,Stamford Brook,713,January,2019,210060
2019-01,Bank,513,January,2019,3594582
2019-01,Alperton,505,January,2019,222586
2019-01,Northwood Hills,662,January,2019,154447
2019-01,Uxbridge,740,January,2019,598682
2019-01,Holland Park,608,January,2019,270902
2019-01,Queens Park,680,January,2019,427457
2019-01,Putney Bridge,678,January,2019,423740
2019-01,London Bridge LU,635,January,2019,5880828
2019-01,Sudbury Town,721,January,2019,131872
2019-01,Holborn,607,January,2019,2470991
2019-01,Queensbury,679,January,2019,315060
2019-01,Hounslow Central,611,January,2019,289754
2019-01,Stanmore,714,January,2019,302599
2019-01,Hillingdon,606,January,2019,135028
2019-01,Queensway,681,January,2019,630971
2019-01,Vauxhall LU,777,January,2019,2496999
2019-01,Loughton,636,January,2019,281314
2019-01,High Street Kensington,605,January,2019,916136
2019-01,Hounslow East,612,January,2019,306713
2019-01,Rayners Lane,683,January,2019,315551
2019-01,Maida Vale,637,January,2019,254526
2019-01,Liverpool Street LU,634,January,2019,5269216
2019-01,Tottenham Hale,729,January,2019,990520
2019-01,Barking,514,January,2019,1403837
2019-01,Upton Park,739,January,2019,740034
2019-01,Highbury & Islington,603,January,2019,1404640
2019-01,Ravenscourt Park,682,January,2019,247950
2019-01,Arnos Grove,509,January,2019,359439
2019-01,Stepney Green,715,January,2019,484081
2019-01,Highgate,604,January,2019,450676
2019-01,Northwood,661,January,2019,214840
2019-01,Preston Road,677,January,2019,257265
2019-01,Balham LU,512,January,2019,1062653
2019-01,Harrow & Wealdstone,597,January,2019,373793
2019-01,Kennington,616,January,2019,417542
2019-01,Greenford,589,January,2019,336345
2019-01,Tooting Broadway,727,January,2019,1232624
2019-01,Waterloo LU (Bloo/Nthn/W&C),747,January,2019,2798003
2019-01,Tower Hill,731,January,2019,1718457
2019-01,Shepherds Bush LU,700,January,2019,1579732
2019-01,Green Park,590,January,2019,2953645
2019-01,North Harrow,656,January,2019,153985
2019-01,Amersham,506,January,2019,175509
2019-01,Kenton,620,January,2019,143879
2019-01,Great Portland Street,588,January,2019,608417
2019-01,Old Street,665,January,2019,2041564
2019-01,Moor Park,646,January,2019,71036
2019-01,Latimer Road,630,January,2019,204007
2019-01,Shepherds Bush Market,775,January,2019,272472
2019-01,Grange Hill,587,January,2019,51334
2019-01,Kew Gardens,621,January,2019,299035
2019-01,Watford Met,748,January,2019,145734
2019-01,Wembley Central,751,January,2019,428759
2019-01,Kilburn,622,January,2019,656549
2019-01,Snaresbrook,703,January,2019,191460
2019-01,Golders Green,584,January,2019,643631
2019-01,Moorgate,645,January,2019,2002123
2019-01,Arsenal,510,January,2019,291031
2019-01,Mill Hill East,643,January,2019,56504
2019-01,Goldhawk Road,585,January,2019,167993
2019-01,Southwark,784,January,2019,1264950
2019-01,Parsons Green,672,January,2019,528528
2019-01,Sloane Square,702,January,2019,1261845
2019-01,Goodge Street,586,January,2019,597741
2019-01,Turnpike Lane,735,January,2019,820085
2019-01,Temple,724,January,2019,665113
2019-01,Stonebridge Park,717,January,2019,192465
2019-01,Royal Oak,690,January,2019,206007
2019-01,Perivale,673,January,2019,191883
2019-01,Seven Sisters,698,January,2019,1408163
2019-01,Marble Arch,640,January,2019,1022568
2019-01,Harlesden,596,January,2019,237640
2019-01,Pimlico,776,January,2019,837608
2019-01,Stockwell,716,January,2019,896783
2019-01,Northfields,655,January,2019,299806
2019-01,Hanger Lane,595,January,2019,278882
2019-01,Ruislip,691,January,2019,151718
2019-01,Warren Street,745,January,2019,1590671
2019-01,Hampstead,594,January,2019,371834
2019-01,St Johns Wood,696,January,2019,616494
2019-01,Ruislip Gardens,692,January,2019,81668
2019-01,Marylebone LU,641,January,2019,1049724
2019-01,Kensal Green,617,January,2019,190725
2019-01,Oakwood,664,January,2019,221090
2019-01,Hammersmith D&P,593,January,2019,2114042
2019-01,Piccadilly Circus,674,January,2019,3199524
2019-01,Barons Court,516,January,2019,538775
2019-01,Archway,508,January,2019,709729
2019-01,Sudbury Hill,720,January,2019,138793
2019-01,Gunnersbury,591,January,2019,435796
2019-01,Kentish Town,619,January,2019,622985
2019-01,Russell Square,694,January,2019,944911
2019-01,Leicester Square,631,January,2019,2848227
2019-01,St James's Park,695,January,2019,1109369
2019-01,Hainault,592,January,2019,295088
2019-01,North Wembley,659,January,2019,125757
2019-01,Warwick Avenue,746,January,2019,317062
2019-01,Kensington Olympia,618,January,2019,216255
2019-01,Upminster Bridge,737,January,2019,89959
2019-01,Hammersmith C&H,773,January,2019,796111
2019-01,Ruislip Manor,693,January,2019,151859
2019-01,Mile End,642,January,2019,1205862
2019-01,Theydon Bois,725,January,2019,73979
2019-01,Hornchurch,610,January,2019,176452
2019-01,Embankment,542,January,2019,1610066
2019-01,Clapham South,549,January,2019,674818
2019-01,Covent Garden,553,January,2019,1369668
2019-01,West Kensington,760,January,2019,371299
2019-01,West Hampstead LU,758,January,2019,826903
2019-01,Whitechapel,763,January,2019,1041401
2019-01,Woodside Park,771,January,2019,185183
2019-01,Buckhurst Hill,531,January,2019,154851
2019-01,Brent Cross,529,January,2019,191261
2019-01,Bow Road,528,January,2019,419664
2019-01,Chancery Lane,541,January,2019,1377495
2019-01,Canning Town,884,January,2019,1103103
2019-01,Edgware Road B,774,January,2019,375210
2019-01,Wood Lane,599,January,2019,364617
2019-01,East Finchley,565,January,2019,552112
2019-01,Ealing Broadway,560,January,2019,1273417
2019-01,White City,764,January,2019,694622
2019-01,Dagenham Heathway,556,January,2019,460991
2019-01,East Putney,567,January,2019,498330
2019-01,Chiswick Park,545,January,2019,177868
2019-01,Dollis Hill,558,January,2019,315468
2019-01,Debden,557,January,2019,191707
2019-01,Clapham North,548,January,2019,511851
2019-01,Chigwell,544,January,2019,41030
2019-01,Aldgate,502,January,2019,766456
2019-01,Eastcote,564,January,2019,225765
2019-01,Burnt Oak,532,January,2019,337918
2019-01,Blackfriars LU,521,January,2019,959923
2019-01,Dagenham East,555,January,2019,233481
2019-01,East Acton,563,January,2019,315817
2019-01,Canada Water,788,January,2019,1023625
2019-01,Elm Park,571,January,2019,257958
2019-01,Canary Wharf LU (E1),852,January,2019,3398055
2019-01,Westminster,761,January,2019,1947407
2019-01,Borough,525,January,2019,433642
2019-01,Wimbledon Park,768,January,2019,176844
2019-01,Chesham,543,January,2019,95103
2019-01,Boston Manor,526,January,2019,162793
2019-01,Bermondsey,787,January,2019,785642
2019-01,West Finchley,756,January,2019,129915
2019-01,Bond Street,524,January,2019,3009162
2019-01,Chorleywood,546,January,2019,49321
2019-01,West Harrow,759,January,2019,77525
2019-01,Elephant & Castle,570,January,2019,1500703
2019-01,Becontree,518,January,2019,271024
2019-01,Bromley-by-Bow,530,January,2019,321430
2019-01,Bounds Green,527,January,2019,477677
2019-01,Woodford,769,January,2019,459248
2019-01,Belsize Park,519,January,2019,482915
2019-01,Caledonian Road,534,January,2019,448804
2019-01,Blackhorse Road,522,January,2019,737206
2019-01,East Ham,566,January,2019,1028020
2019-01,Colindale,551,January,2019,604288
2019-01,Canons Park,537,January,2019,239335
2019-01,Earls Court,562,January,2019,1500247
2019-01,West Ruislip,762,January,2019,110454
2019-01,West Ham,757,January,2019,362754
2019-01,Willesden Green,765,January,2019,642602
2019-01,Acton Town,500,January,2019,467595
2019-01,Brixton LU,778,January,2019,2479627
2019-01,Chalfont & Latimer,539,January,2019,92266
2019-01,Bethnal Green LU,520,January,2019,1172679
2019-01,Clapham Common,547,January,2019,785526
2019-01,Colliers Wood,552,January,2019,530582
2019-01,Wood Green,770,January,2019,949119
2019-01,Chalk Farm,540,January,2019,416159
2019-01,Edgware Road C&H,569,January,2019,538926
2019-01,Cockfosters,550,January,2019,156478
2019-01,Cannon Street  LU,536,January,2019,586029
2019-01,Ealing Common,561,January,2019,241566
2019-01,Camden Town,535,January,2019,1677763
2019-01,Croxley,554,January,2019,90251
2019-01,Westbourne Park,754,January,2019,329563
2019-01,Edgware,568,January,2019,398236
2019-02,Liverpool Street LU,634,February,2019,5205169
2019-02,Bank,513,February,2019,3440750
2019-02,Warwick Avenue,746,February,2019,313831
2019-02,East Putney,567,February,2019,480807
2019-02,London Bridge LU,635,February,2019,5828170
2019-02,Caledonian Road,534,February,2019,445628
2019-02,Clapham Common,547,February,2019,774985
2019-02,Hammersmith C&H,773,February,2019,749700
2019-02,Plaistow,676,February,2019,456458
2019-02,Preston Road,677,February,2019,261208
2019-02,Clapham North,548,February,2019,506138
2019-02,Pinner,675,February,2019,219660
2019-02,Totteridge,730,February,2019,198247
2019-02,Wood Green,770,February,2019,954040
2019-02,Loughton,636,February,2019,272619
2019-02,North Ealing,654,February,2019,62391
2019-02,Stepney Green,715,February,2019,490405
2019-02,Queensway,681,February,2019,668030
2019-02,Lancaster Gate,629,February,2019,508763
2019-02,Cockfosters,550,February,2019,156819
2019-02,Swiss Cottage,723,February,2019,560533
2019-02,Hampstead,594,February,2019,359925
2019-02,Lambeth North,628,February,2019,303999
2019-02,Ravenscourt Park,682,February,2019,241615
2019-02,Stanmore,714,February,2019,304754
2019-02,Tufnell Park,733,February,2019,321034
2019-02,Arnos Grove,509,February,2019,352942
2019-02,Ladbroke Grove,627,February,2019,438946
2019-02,Wood Lane,599,February,2019,333069
2019-02,Rayners Lane,683,February,2019,311295
2019-02,Bromley-by-Bow,530,February,2019,329234
2019-02,Knightsbridge,626,February,2019,1288061
2019-02,Colindale,551,February,2019,595854
2019-02,Bermondsey,787,February,2019,757862
2019-02,Finsbury Park LU,580,February,2019,1662825
2019-02,Acton Town,500,February,2019,461397
2019-02,Buckhurst Hill,531,February,2019,148629
2019-02,Burnt Oak,532,February,2019,340355
2019-02,Putney Bridge,678,February,2019,408782
2019-02,Leytonstone,633,February,2019,788995
2019-02,Leyton,632,February,2019,924931
2019-02,West Hampstead LU,758,February,2019,797576
2019-02,Wembley Park,752,February,2019,1525477
2019-02,Alperton,505,February,2019,223964
2019-02,Hammersmith D&P,593,February,2019,2096950
2019-02,Queens Park,680,February,2019,418470
2019-02,Clapham South,549,February,2019,644432
2019-02,Leicester Square,631,February,2019,2896226
2019-02,Tower Hill,731,February,2019,1681411
2019-02,Westminster,761,February,2019,1976185
2019-02,Queensbury,679,February,2019,333716
2019-02,Elephant & Castle,570,February,2019,1515092
2019-02,Latimer Road,630,February,2019,185947
2019-02,Barons Court,516,February,2019,514861
2019-02,Fulham Broadway,581,February,2019,756764
2019-02,Tottenham Hale,729,February,2019,1016543
2019-02,Marble Arch,640,February,2019,943156
2019-02,Stockwell,716,February,2019,874711
2019-02,Notting Hill Gate,663,February,2019,1173855
2019-02,Edgware Road B,774,February,2019,372970
2019-02,North Acton,653,February,2019,482143
2019-02,Theydon Bois,725,February,2019,72342
2019-02,Chancery Lane,541,February,2019,1362869
2019-02,Goldhawk Road,585,February,2019,156732
2019-02,Newbury Park,650,February,2019,480709
2019-02,Oakwood,664,February,2019,215539
2019-02,Canning Town,884,February,2019,1082310
2019-02,Sudbury Hill,720,February,2019,141765
2019-02,Old Street,665,February,2019,2027441
2019-02,Neasden,649,February,2019,276345
2019-02,Green Park,590,February,2019,2916991
2019-02,Whitechapel,763,February,2019,1045853
2019-02,Wimbledon Park,768,February,2019,170648
2019-02,Osterley,667,February,2019,163559
2019-02,Mornington Crescent,648,February,2019,348201
2019-02,Great Portland Street,588,February,2019,597545
2019-02,Cannon Street  LU,536,February,2019,565807
2019-02,Edgware,568,February,2019,391274
2019-02,Chalk Farm,540,February,2019,445609
2019-02,Bethnal Green LU,520,February,2019,1179455
2019-02,Watford Met,748,February,2019,138353
2019-02,Canons Park,537,February,2019,234652
2019-02,Northfields,655,February,2019,291105
2019-02,Northwick Park,660,February,2019,336243
2019-02,Willesden Green,765,February,2019,640929
2019-02,Grange Hill,587,February,2019,49960
2019-02,Chalfont & Latimer,539,February,2019,86320
2019-02,Balham LU,512,February,2019,1039410
2019-02,Baker Street,511,February,2019,2215619
2019-02,Goodge Street,586,February,2019,578257
2019-02,West Ham,757,February,2019,360501
2019-02,Northwood,661,February,2019,209382
2019-02,North Harrow,656,February,2019,149349
2019-02,Temple,724,February,2019,685555
2019-02,North Greenwich,789,February,2019,1885150
2019-02,Sudbury Town,721,February,2019,132499
2019-02,Northwood Hills,662,February,2019,149327
2019-02,North Wembley,659,February,2019,122291
2019-02,Chesham,543,February,2019,90092
2019-02,Tooting Bec,726,February,2019,612766
2019-02,Morden,647,February,2019,783620
2019-02,Chiswick Park,545,February,2019,178084
2019-02,Marylebone LU,641,February,2019,996923
2019-02,Parsons Green,672,February,2019,504428
2019-02,Stonebridge Park,717,February,2019,182913
2019-02,Tottenham Court Road,728,February,2019,3172810
2019-02,Arsenal,510,February,2019,266364
2019-02,Edgware Road C&H,569,February,2019,509553
2019-02,Mansion House,639,February,2019,540092
2019-02,Gunnersbury,591,February,2019,418132
2019-02,Perivale,673,February,2019,191909
2019-02,Chorleywood,546,February,2019,45596
2019-02,Camden Town,535,February,2019,1760230
2019-02,Aldgate,502,February,2019,741113
2019-02,Piccadilly Circus,674,February,2019,3124348
2019-02,Manor House,638,February,2019,656764
2019-02,Hainault,592,February,2019,295429
2019-02,Gants Hill,582,February,2019,532319
2019-02,Pimlico,776,February,2019,869583
2019-02,White City,764,February,2019,717877
2019-02,Maida Vale,637,February,2019,250342
2019-02,Gloucester Road,583,February,2019,1086917
2019-02,Canada Water,788,February,2019,1023835
2019-02,Oval,668,February,2019,569570
2019-02,Golders Green,584,February,2019,636153
2019-02,Moorgate,645,February,2019,1921038
2019-02,Canary Wharf LU (E1),852,February,2019,3082617
2019-02,Waterloo LU (Bloo/Nthn/W&C),747,February,2019,2764386
2019-02,Greenford,589,February,2019,334956
2019-02,Oxford Circus,669,February,2019,5894762
